Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_816.jpg;0;0;0;0;99.66997;85.5891;0.0002328973;39.24825;1.031046E-06
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_869.jpg;0;0;0;0;99.66997;85.5891;0.0002327959;39.24825;7.467262E-07
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_916.jpg;0;0;0;0;99.66997;85.5891;0.0002326438;39.24825;3.202563E-07
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_09_971.jpg;0;0;0;0;99.66997;85.5891;0.0002325424;39.24825;3.59365E-08
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_017.jpg;0;0;0;0;99.66997;85.5891;0.0002323904;39.24825;-3.905595E-07
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_069.jpg;0;0;0;0;99.66997;85.5891;0.000232289;39.24825;-6.748793E-07
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_116.jpg;0;0;0;0;99.66997;85.5891;0.0002321369;39.24825;-1.101349E-06
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_171.jpg;0;0;0;0;99.66997;85.5891;0.0002320356;39.24825;-1.385669E-06
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_218.jpg;0;0.09772539;0;0;99.66983;85.589;-0.003332142;39.24761;-1.984565E-06
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_270.jpg;0;0.2355187;0;0.01086421;99.67053;85.58956;0.01686445;39.1871;-1.098108E-05
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_319.jpg;0;0.3916504;0;0.02166664;99.67254;85.59121;0.07237498;39.2131;-4.276875E-05
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_367.jpg;0;0.5458052;0;0.03029586;99.67429;85.59261;0.117267;39.13438;1.267656E-05
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_414.jpg;0;0.6966305;0;0.0601956;99.67672;85.5946;0.1788803;39.1184;0.0001602234
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_468.jpg;0;0.8295364;0;0.07537892;99.68233;85.59918;0.3168098;39.31341;-0.0007538269
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_517.jpg;0;0.9861846;0;0.1265254;99.69042;85.60583;0.4992762;39.37037;-0.0006275874
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_569.jpg;0;1;0;0.1645871;99.69794;85.61201;0.6561453;39.45224;-0.0006746855
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_614.jpg;0;1;0;0.2053089;99.70621;85.61874;0.8114657;39.32038;3.88506E-05
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_670.jpg;0;1;0;0.2477486;99.72114;85.63091;1.070403;39.23724;0.0006505022
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_717.jpg;0;1;0;0.2872872;99.73774;85.64449;1.296544;39.18059;-0.0008479609
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_768.jpg;0;1;0;0.3327354;99.74879;85.65329;1.324145;39.28378;-0.004314202
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_817.jpg;0;1;0;0.3933271;99.76521;85.66656;1.178611;39.33012;-0.00203588
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_864.jpg;0;1;0;0.4275491;99.77769;85.67673;1.103555;39.32359;-0.0004567202
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_917.jpg;0;1;0;0.48222;99.79953;85.6945;1.062875;39.37208;-0.0007864875
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_10_967.jpg;0;1;0;0.5047165;99.81554;85.70758;1.063724;39.43343;-0.000605083
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_017.jpg;0;1;0;0.5587543;99.84193;85.72913;1.10703;39.50679;-0.0009735369
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_070.jpg;0;1;0;0.5979664;99.86166;85.74533;1.176372;39.55231;-0.000773255
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_117.jpg;0;1;0;0.6378122;99.89199;85.7702;1.238091;39.5377;-0.0003047616
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_169.jpg;0;1;0;0.6501807;99.91244;85.78698;1.226499;39.53092;-0.001509497
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_216.jpg;0;1;0;0.7127285;99.9453;85.8139;1.205888;39.59674;-0.001782327
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_265.jpg;0;1;0;0.7550372;99.9686;85.83305;1.193289;39.60096;-0.0009429307
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_318.jpg;0;1;0;0.798409;100.0057;85.86349;1.188625;39.55213;-0.0008182513
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_365.jpg;0;1;0;0.840469;100.0322;85.88526;1.209509;39.54046;-0.0005709816
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_413.jpg;0;1;0;0.8955244;100.0597;85.90775;1.22513;39.57405;-0.001159103
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_468.jpg;0;1;0;0.9278396;100.1028;85.94307;1.240121;39.57358;-0.0008572293
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_518.jpg;0;1;0;0.9706613;100.148;85.98014;1.238875;39.56611;-0.0009323787
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_565.jpg;0;1;0;1.003171;100.1792;86.00574;1.226995;39.56126;-0.000888235
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_620.jpg;0;1;0;1.047799;100.2278;86.04561;1.215597;39.55519;-0.0004224996
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_667.jpg;0;1;0;1.08437;100.2617;86.07337;1.219679;39.55025;-0.0008358203
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_714.jpg;0;1;0;1.132275;100.2965;86.1019;1.220432;39.54446;-0.0008201288
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_768.jpg;0;1;0;1.163542;100.3505;86.14615;1.226202;39.52113;-0.0004872961
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_816.jpg;0;1;0;1.205917;100.4066;86.19205;1.225908;39.47558;-0.0005572682
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_868.jpg;0;1;0;1.238423;100.4452;86.22367;1.228884;39.45134;-0.0007121043
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_916.jpg;0;1;0;1.284251;100.505;86.27254;1.233267;39.42692;-0.0006806686
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_11_965.jpg;0;1;0;1.317162;100.5461;86.30608;1.234917;39.41546;-0.0008621914
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_12_019.jpg;0;1;0;1.364414;100.6097;86.35792;1.239887;39.39383;-0.0009031303
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_12_068.jpg;0;1;0;1.397192;100.6533;86.39347;1.244063;39.37896;-0.0008700938
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_12_117.jpg;0;1;0;1.444249;100.7205;86.44821;1.24668;39.36378;-0.0009021721
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_12_166.jpg;0;1;0;1.474382;100.7666;86.48569;1.247898;39.35415;-0.0008925651
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_12_216.jpg;0;1;0;1.521275;100.8375;86.54339;1.253367;39.34437;-0.0009703859
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_12_269.jpg;0;1;0;1.553321;100.886;86.58283;1.256353;39.33616;-0.0009728954
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_12_318.jpg;0;1;0;1.599825;100.9605;86.64343;1.259707;39.32355;-0.0009744446
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_12_367.jpg;0;1;0;1.629745;101.0115;86.68481;1.26354;39.31639;-0.0009812779
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_12_416.jpg;0;1;0;1.676699;101.0896;86.7483;1.267476;39.30671;-0.001015759
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_12_464.jpg;0;1;0;1.7074;101.1429;86.79158;1.269984;39.29945;-0.001022165
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_12_517.jpg;0;1;0;1.752592;101.2247;86.85793;1.273308;39.28741;-0.001027877
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_12_566.jpg;0;1;0;1.783707;101.2804;86.90314;1.276637;39.28102;-0.001059583
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_12_615.jpg;0;1;0;1.828681;101.3657;86.97236;1.280138;39.26923;-0.001046828
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_12_666.jpg;0;1;0;1.859618;101.4238;87.01944;1.282945;39.26276;-0.001078373
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_12_717.jpg;0;1;0;1.904917;101.5126;87.0915;1.287878;39.25171;-0.001097056
/home/tuanle/Desktop/Udacity/Search_and_return/RoboND-Rover-Project-Main/record_data/IMG/robocam_2018_07_06_16_13_12_765.jpg;0;1;0;1.935137;101.5731;87.1405;1.292506;39.24298;-0.001095777
